PostType,Post_Content,Associated_ISP_Network,Associated_SocialMedia_Name,UserRole,Time,Email,User_Name,User_gender,User_age,User_age_group,Content_Associated_Media,Comment_Info_On_Post,User_Comment_On_Post,Post_Id,AI_Content_Similarity_Score,Fraud_detection_score,Associated_Page,Associated_Group,Likes,Comments,Hate,Loves,Shares,Views,Region,City,Time_Foreign_ID
Event,"Edge box range life. Long safe reason.
Soon front reason standard commercial group. Debate pull fine less window enter trial about. Market practice ready.",ORANGE,Twitter,Poster,2019-12-17 00:25:58,calvin61@example.com,barbaramendoza,F,21,Early-20s,ec15f643c071745970ab9f3490bb50e3,Movement relationship hear natural wide. Win design performance turn nothing land.,Hour usually military stop first to discover. They detail action action.,74c821f9-512c-4d3c-a79c-4bba2e41626b,0.97,0.42,spencer.org,resource,98,472,42,53,49,5840,East,Ngaoundere,3cf0ad1fd3005a7686f563c73f7ec767d9a1308fa693f124fb95b0a499a7472e
Ad,Choose plant store performance even notice. Drop trip usually fear list cost leader. Yard fear benefit until wrong.,MTN,LinkedIn,Poster,2015-08-08 03:57:32,usullivan@example.org,rodriguezbrooke,F,32,Early-30s,a2d32b1225d896144186c04e2218a78e,Him yes we cause leg Democrat. Reach line reflect difficult difference the spend.,Employee computer card decision water better teacher. Edge air final window before Mrs.,e3e30c3a-15c2-4a1f-b896-a1d9350ac237,0.75,0.23,harris.net,enjoy,719,156,2,36,93,4677,West,Yaounde,5aa473923e763074eb92620ffc39cbb97474138e2d88ed0ea2a2f162ecd47e78
Ad,Weight happen debate purpose knowledge. Three current test participant role to top. Theory team detail television. Practice seek when certainly.,MTN,LinkedIn,Poster,2017-01-05 09:49:40,simpsonmichelle@example.com,kenneth87,M,72,70s,b8382e2afa7a27106df622e304d34d03,Fast natural manage nearly. Account environmental message increase indicate.,Heart against cause large. Force material born effect future card tough.,96452e6c-27b4-4715-82f0-dbadfb400549,0.69,0.12,stewart.biz,full,297,205,20,7,37,4037,East,Bafoussam,139521b0b09e08ba3a2098911dfe1934ce92f8acae5c6ff9df58a4a00f89003f
Event,"Hand traditional Mr word statement trouble fill. Ever plan at. Carry worry describe end.
Specific hear pretty section PM. Performance Mrs imagine. Off meet write.",ORANGE,Facebook,Commenter,2016-01-30 05:31:51,prubio@example.com,david28,M,39,Late-30s,7adbc7f6c0c6fb2740d6e6273d7d7643,Country none focus wear thank.,Government picture agree station environment. Draw certain more approach western foot.,72d8433b-eb39-4bfd-938d-8d124aae7423,0.06,0.73,jackson.com,serious,93,429,34,122,123,5489,East,Bamenda,f59bb5eff292f66b331357dbd51e6ef21ebad3d48421bca49d01f69c6b6a633f
Survey,"Door quickly rate yourself per yet. Side nearly prevent certainly rule public.
Stay improve clear your indicate produce. Whose question international.
Short who while would.",ORANGE,Facebook,Commenter,2015-05-24 12:42:15,bbean@example.com,dawnfriedman,M,50,50s,ef7a6dfa7f5413b06f4116271a0c91b2,Green attention firm many. Certainly exist less finish add. View environment part reason million.,Sell thought marriage really. Nothing pay allow officer heart.,73cf7d23-b490-4683-996b-f996bece6004,0.45,0.65,moore-singh.com,visit,44,56,64,253,154,7110,Southwest,Ebolowa,ef6edbe69a2a957a56e6cb902f48be0acd1dd06152470ffbd4544e2263427ee7
Survey,Million yard order difficult serious. Generation step hotel face against.,CAMTEL,LinkedIn,Commenter,2017-10-18 17:27:51,mariaromero@example.org,ijames,F,49,40s,b35e1039943ec135551ed91ea452af84,Than add hot sort guy arrive. Me daughter professional throughout recent let.,Part develop beat both beyond practice stuff. Minute then near attention.,58135330-603c-4e05-a1e0-56509851f1d9,0.78,0.87,barnett.com,our,102,448,34,90,142,5928,Littoral,Yaounde,724bb95a2caf123a6f7bddbefd854615f39805e7bb99222e4180f6107c78c82a
Ad,Office though half cause. If tax fire prevent base. Guy against without beat answer scene.,MTN,LinkedIn,Commenter,2023-03-16 12:46:53,rileyjames@example.net,ashleysolis,M,92,90s-100s,4f02a57de06119fd7292ae35db404fff,Or another such shake size southern whole. Network customer bill.,Yet right born model exactly road card. Their foreign move. Whatever herself which give order.,b7401650-8826-4a03-9380-f45dcf4c6717,0.96,0.52,riggs.com,themselves,785,426,37,267,134,2785,Littoral,Douala,5bd641fd2396405f6e16cc33a74baf5246d615880099428bf420fd5dbe5ba5b7
Survey,Collection speech type watch. Past list true reason wife. Itself toward thought growth most gas.,CAMTEL,Twitter,Poster,2024-08-26 13:01:29,michaelballard@example.com,djacobs,F,96,90s-100s,09cffddd3da46a1bfd2643d7b501c2d3,Type strategy spend source yet marriage. Evidence who discuss.,Fast maintain identify trial place. Serve make radio. Friend least respond she.,88eb0795-b884-4277-a240-97f12b30d37d,0.98,0.06,fuller.net,TV,509,454,62,89,76,5417,South,Garoua,9caa09df6604c5f9e06d5c61a25811ab309f2b1dd97c8a2a2f832023724d3af5
Event,"Nature majority worker accept us. Former cause discussion plant.
Last thank according growth. Particular attention recently method be.",ORANGE,Facebook,Poster,2016-09-29 09:13:20,rochamolly@example.com,rachel14,F,36,Mid-30s Adult,4bbd6bace5ea802b98e84e9bf9186ac2,Drug measure protect issue off raise cup animal. Dream main turn truth.,Space after remember order remain win evening them. Although difference pass until out.,0a368898-faeb-4ce0-bc26-fad02668e011,0.8,0.69,morgan.info,serious,528,359,64,165,90,6153,Southwest,Garoua,55f83c9a5f80b3f56ef00484d90687321714e498eb48bd0b983157f30da6ebb5
Event,Young organization third factor seven sport standard. Cup occur other meeting conference. Group smile edge new candidate past free.,CAMTEL,Twitter,Poster,2019-01-18 03:38:00,hansendaniel@example.com,joshuaochoa,M,58,50s,cc8ddc11b27d4c68e984ad37d62bb6f0,Which anything time record record feeling start. Wall film home.,Color cell inside possible pass talk.,c17c5c52-0508-4ef7-bccc-c88d2956bb88,0.04,0.99,garcia-chan.org,wrong,144,423,76,167,35,2570,Southwest,Bafoussam,d3e045cc538c44c6e33b72ed53e1e50bb6881d8b894b82f7b7e7bf8bb2d57207
Ad,Assume item after standard win property half. Ready growth financial affect set arm west.,CAMTEL,Twitter,Poster,2019-11-28 22:37:05,hopkinslori@example.org,marias,M,87,80s,8148a66ac990d36515d5e02fc05cbd16,Party agency although laugh. Market technology of require blood. Them us often travel small PM.,Some tough note blue. Political challenge business north interest wonder.,2922c83f-35c6-49ae-83d2-be134f90b705,0.25,0.65,casey.biz,station,23,454,29,159,11,5829,South,Maroua,8954096ba82c43a285b31f59ad993e16407b4eecec0eebfff9b0508b6a338238
Survey,View whether difficult without spring. Real population any clear conference design pretty.,MTN,Facebook,Commenter,2023-03-09 13:44:47,woodsjohn@example.net,jasonspencer,M,98,90s-100s,66be3fd60d319f1c0e4fec80b7e4ae60,Coach them unit figure now save talk street. International financial later single.,Use collection newspaper rest give they.,9740e73c-2e29-4839-9a70-1ca9d8630283,0.1,0.1,armstrong-soto.info,last,24,193,63,83,199,7148,Adamaoua,Ebolowa,3c9a026c441ac5bdcc7fbbe91803d170b6f9bf558f560bdcd3064aec2947e05a
Survey,Focus including section consumer. Safe behind star among garden. Mind not least would. Drop light six during require.,CAMTEL,Facebook,Commenter,2018-10-28 15:45:08,johnsonmiguel@example.com,hernandezsara,M,74,70s,2b57709f007607b737484ca98c7c8beb,Hold meet behavior. Ahead order entire detail town star wife teacher.,Strong more leader identify high imagine.,26dd2d2b-ac9b-4987-891b-7e24626ae382,0.28,0.05,gibson-bell.net,recent,951,326,69,5,148,8125,West,Ngaoundere,aa0e79a88211695a499ab0b0dbc72b4c896b59952af6f88132aebb4d4ae3336c
Event,Prepare do minute audience. Nothing exactly coach. Despite speak discussion bill think per.,MTN,Twitter,Commenter,2018-05-12 10:55:51,victorpacheco@example.org,longmarc,M,85,80s,c1b73e3476bc29b4f929d2e4e9d14b2d,Job week describe PM use. Bag college tend everything ever recent. Cost boy let operation.,Break rule green and. Leave fill rock left dream policy. She able moment expert which.,dd77e805-bdf4-42c5-b239-ece7238d711d,0.99,0.6,marshall.com,reveal,881,198,58,214,159,7051,Far North,Douala,78547545632553642fd31832f3a2f5049fb9d56bec26f66b6684c191ad06fd24
Event,Assume issue staff way color author. Increase community drug tree economy computer. Near provide cup officer. Skin feel network network.,MTN,LinkedIn,Commenter,2017-04-16 20:22:28,ethansmith@example.net,mallory01,F,58,50s,8e6a31770eb83e8e72667b1f86b3e51a,Benefit tonight feel program art language movement southern. Plant letter responsibility.,Finally positive quite much professor. Rise stock laugh as.,e824a255-4dbb-4e84-a53f-3e9555a15bbf,0.92,0.89,harrison.com,alone,862,164,86,54,119,9390,Littoral,Douala,5f4a1d126ac5087a25c78c293857fb25283346e803df09c4796d11b60fad8394
Survey,Budget my quickly structure around account house. Suggest little fine. Bar either knowledge possible performance send.,ORANGE,Facebook,Poster,2015-06-15 07:17:13,mccoydana@example.org,alyssahammond,F,17,Teenager,6dc94aaa1733ba1913e1d78681634219,Attention get pretty glass avoid. Record black smile civil difference share.,Through final security assume season enough. Specific soon hospital later.,ba78b7f1-32ab-4896-8739-cc7cc454b415,0.81,0.77,olsen.com,former,687,188,49,279,27,792,Central,Garoua,92de7d55330f343c0682fbd2eac58561260c874b93a4b713ee3044e717914b00
Ad,"Perhaps mind sport fire home home practice. Together road popular each loss. Message southern should ball tree local.
Summer forward defense although. Kind trade never thank.",MTN,Twitter,Poster,2019-06-04 01:24:49,joanna29@example.org,khenderson,F,79,70s,03013f8621d687a7b8be722da6429212,Network hospital why full buy raise. Watch one so. Kid since daughter environment.,Statement myself vote life once. Somebody change paper. City board which memory.,afa9e417-a8cc-437b-ae9f-0d4fe75151c2,0.85,0.6,white-lewis.org,least,265,411,71,299,90,4099,Far North,Yaounde,a0fad84741dd714f7f1471f67f79ff270b35e03018c22fc99f56feb699811ba1
Survey,Believe behavior grow lot unit foot. Down finish age same night skin.,CAMTEL,Facebook,Commenter,2017-03-24 07:42:24,lindsay21@example.org,suzanne40,F,14,Teenager,0ec6e8c9d9960a487b823cfe0fd868ee,By major final against parent. Product push season tough bill risk truth. Conference water art.,Reduce site source plan. Wait four leader home.,34627342-63dc-41f5-961b-c94827710e2d,0.01,0.54,baker-lewis.net,though,408,480,51,277,182,7099,West,Maroua,aef7b17d0cc0d851c8c1d81ff45fc38ee13c666c5994cb450a899307f7a1b3a0
Event,"Card subject century close step opportunity as. Give TV memory follow news leave.
Mrs fill result road travel. Job study international remember.",MTN,Facebook,Commenter,2021-12-03 01:32:27,patriciaparks@example.net,lauren63,F,94,90s-100s,9cb5c06d0827322fa97c548113e7d70a,People nothing lead card reveal. Break gas list grow their animal.,Religious spend career bit several great. Stuff nearly international edge rich final action.,65eb086e-faa5-4b55-a6c2-9977c3d8749e,0.61,0.75,sanchez.com,letter,968,341,60,48,47,8622,Adamaoua,Ngaoundere,9cee176ac8b541b7a423292e3a3480fee771a2c0f377c8c0d6801aa03b426f23
Survey,"Son nor make. Perhaps remember issue southern player.
Worker worry part main out ok property. Statement really fast church maintain majority say.
Right letter study oil for sea.",CAMTEL,Facebook,Commenter,2019-10-13 20:32:39,stephanie06@example.net,stewartrandall,M,78,70s,c0a91a9aba1e580e20dbbdf7f1fa1167,"Hand couple cause strong yes century less. Simple degree Mr way goal.
Prepare social require play.",Take scene myself those data. Bar argue anyone sport.,a1dccd02-d15c-473d-8123-82609975c81e,0.2,0.22,hutchinson-prince.com,trial,674,419,49,16,21,1802,Southwest,Ebolowa,807c3c9916d5452eb3782650d2c4baa5cd98d699429fe802b5cb4c55824eaf71
Survey,Century door star network race away ok. Thank eye season final also stuff minute. Morning campaign anything president company.,ORANGE,Twitter,Commenter,2021-02-04 05:02:01,laurengarcia@example.net,jstephenson,M,61,60s,a73313972dd010cd85c52e6652bd6324,Reason happen like summer strategy behind ever red.,Himself democratic street agent resource time north prepare.,47a5390c-f5b6-4577-bd8c-212963e3ad18,0.44,0.15,garcia.com,chair,844,458,99,164,27,8537,Central,Ebolowa,003d8a40fb3c826576638d2babb6d9f3e9087fcd825f2509e8fe97626e04fce4
Survey,"Stage bank quality able black attorney.
More audience over hand according number then.
Sort third great. Well hope force popular his pay meet. Whatever police floor among model.",ORANGE,Twitter,Poster,2023-10-18 08:01:01,greentheresa@example.net,tschroeder,F,76,70s,ba23e0cf2eb343be5d4e944564d6adf1,Interview can get song inside agreement word. Two that Republican everything. Society than save.,"Executive rise PM identify price.
Morning guy environment wide her stay.",4b8f611b-452c-42f3-9068-4fc8d30d6fbb,0.52,0.63,fernandez-daniel.com,purpose,82,448,84,243,152,1017,East,Yaounde,1593de520873200fb5fd8ce79ffba069edc13c80ad4e07322be40fd40c42e83e
Ad,"Professional back exist environmental serve relationship should. Three decision behavior trip keep official.
Painting from writer center.",ORANGE,Twitter,Poster,2019-07-02 05:30:59,ricekenneth@example.net,teresa87,F,85,80s,a5cf43b8f71f683b48bc68dd3892ab19,Civil behind better man record southern never. While firm argue plant through system detail law.,Difficult various discover. Character even Mrs.,62a19fb1-ead3-43c9-b52b-9ebedf7bc372,0.94,0.3,franklin.biz,office,619,204,17,138,130,6000,Littoral,Buea,7b7052c183217269b535ce48eb66e0d81fddd918758fc05f3e6283444c2d3ede
Survey,"Admit identify arm everyone likely ability. Hot probably serve still not maybe another pull. Over hand president some collection. Perhaps office husband.
Forward main sing set yet who.",MTN,Twitter,Commenter,2022-03-31 03:20:21,mcphersondenise@example.net,mcampbell,F,12,Adolescent,7a02fda611b16ab01dd919ff3788c64b,Force develop bring suddenly. Those sing little argue issue scene allow.,Administration hit maybe air. Western task outside assume team section.,e0837728-42b8-4d3d-9322-5e62441f5d3c,0.17,0.57,thompson-collins.info,early,99,161,12,101,125,8476,East,Bafoussam,bf9aa25039a39c4a687985f1bc354b33ae05253777e8bbbd6357c946adceffc6
Event,Position pull whether home wait old. During quite begin wide political nation. Hit base allow street already. Let current marriage arrive pressure.,CAMTEL,Facebook,Poster,2019-07-15 08:29:13,smendoza@example.com,caleb83,F,94,90s-100s,6ab323d1c984d385b48b08ddbeb43752,Recent resource will rest. Last candidate use poor may improve building.,Yes last rather court deal member. Save option believe state officer someone.,04c85c70-87d2-4809-aac4-b41448c975ad,0.17,0.22,ball.biz,red,32,427,75,255,97,4619,North,Bafoussam,cf8786a4e60fe3fe24629dff97eda1b2d84b635b0c942773ecf507b726755ed3
Survey,Shake child social nation since buy major. Red impact north career population certainly. Wear develop physical rule.,MTN,LinkedIn,Poster,2021-07-13 22:08:05,diazcorey@example.net,angela12,F,49,40s,d2470d3008a3ebb7ebb27d6d4d663edf,Surface human and wife hotel see finally. Heavy middle food.,Green beautiful safe by. The concern he learn. Industry just what dinner about.,067e0617-789b-420d-ae1a-6ee5a76c6e7c,0.31,0.43,smith.com,answer,982,275,13,44,186,6126,East,Yaounde,ac06f8a8852c59bb24fe6ce70c16d02284a9ccc91cb863d831719cc8e4ffc09c
Ad,Rule forward development table. Anyone research talk pay crime. Environmental ready compare hospital. Understand Republican draw traditional.,ORANGE,LinkedIn,Commenter,2022-01-01 14:21:48,brian55@example.org,xbrennan,M,22,Early-20s,113f6fee0915b94185ef2274d94ec0bc,Help sign present commercial ability. But size company garden late.,Southern third run usually.,89dd68e7-96dc-45bd-a731-7813e3d64c11,0.39,0.81,allen.com,whether,260,103,27,41,126,5211,West,Bertoua,374f8e6c835341d41af556897ef5e893a36d954738f1a840e92e756af656b86c
Ad,"Relate many ask suggest probably. North become Mrs week low. Fight before reason bed customer first animal.
Commercial protect ability write deep. Wife kind ball this blue myself.",MTN,LinkedIn,Poster,2022-10-04 07:12:36,dwalker@example.net,teresa99,M,78,70s,c40b345b169857a30ff1c9d68893efe3,Pattern only your site second whom. Admit scientist performance but own address indeed.,Mother standard finish water member. Fight how standard seat.,1c017b41-b863-4741-844b-ca08e07bf3c8,0.09,0.35,jacobson.com,address,76,77,29,107,129,9558,Central,Yaounde,76d9c89b5d686530ec5067a34ee7f4a22ea50125918bde88539511473d952132
